churn_status,transaction_count,transaction_change_ratio,contact_count_12_monts,churn_risk_segment
Existing Customer,47,1.136,4,High Risk
Existing Customer,47,1.136,3,High Risk
Existing Customer,47,1.136,3,High Risk
Existing Customer,47,1.136,4,High Risk
Existing Customer,47,1.136,3,High Risk
Attrited Customer,47,1.136,1,High Risk
Attrited Customer,47,1.136,4,High Risk
Existing Customer,47,1.35,3,High Risk
Existing Customer,47,1.35,3,High Risk
Existing Customer,47,1.35,4,High Risk
Existing Customer,47,1.474,2,High Risk
Existing Customer,47,1.474,2,High Risk
Existing Customer,47,1.474,4,High Risk
Attrited Customer,48,0.231,3,High Risk
Existing Customer,48,0.297,3,High Risk
Attrited Customer,48,0.297,3,High Risk
Existing Customer,48,0.333,3,High Risk
Existing Customer,48,0.371,4,High Risk
Existing Customer,48,0.371,3,High Risk
Attrited Customer,48,0.371,2,High Risk
Existing Customer,48,0.371,4,High Risk
Existing Customer,48,0.412,1,High Risk
Attrited Customer,48,0.412,2,High Risk
Existing Customer,48,0.412,3,High Risk
Existing Customer,48,0.455,4,High Risk
Existing Customer,48,0.455,2,High Risk
Attrited Customer,48,0.455,3,High Risk
Attrited Customer,48,0.455,4,High Risk
Attrited Customer,48,0.455,3,High Risk
Existing Customer,48,0.455,2,High Risk
Attrited Customer,48,0.5,1,High Risk
Attrited Customer,48,0.5,6,High Risk
Attrited Customer,48,0.5,2,High Risk
Existing Customer,48,0.5,2,High Risk
Existing Customer,48,0.5,4,High Risk
Existing Customer,48,0.5,2,High Risk
Existing Customer,48,0.548,3,High Risk
Existing Customer,48,0.548,4,High Risk
Existing Customer,48,0.548,1,High Risk
Attrited Customer,48,0.548,3,High Risk
Attrited Customer,48,0.548,2,High Risk
Attrited Customer,48,0.548,2,High Risk
Attrited Customer,48,0.548,2,High Risk
Attrited Customer,48,0.548,3,High Risk
Attrited Customer,48,0.548,4,High Risk
Attrited Customer,48,0.548,6,High Risk
Existing Customer,48,0.548,3,High Risk
Existing Customer,48,0.6,1,High Risk
Attrited Customer,48,0.6,3,High Risk
Attrited Customer,48,0.6,4,High Risk
Attrited Customer,48,0.6,1,High Risk
Attrited Customer,48,0.6,3,High Risk
Attrited Customer,48,0.6,6,High Risk
Attrited Customer,48,0.6,3,High Risk
Existing Customer,48,0.6,1,High Risk
Attrited Customer,48,0.6,2,High Risk
Existing Customer,48,0.6,3,High Risk
Existing Customer,48,0.6,1,High Risk
Existing Customer,48,0.6,4,High Risk
Existing Customer,48,0.655,4,High Risk
Existing Customer,48,0.655,3,High Risk
Existing Customer,48,0.655,2,High Risk
Existing Customer,48,0.655,2,High Risk
Existing Customer,48,0.655,0,High Risk
Attrited Customer,48,0.655,2,High Risk
Attrited Customer,48,0.655,3,High Risk
Existing Customer,48,0.655,4,High Risk
Existing Customer,48,0.655,3,High Risk
Existing Customer,48,0.655,3,High Risk
Existing Customer,48,0.714,4,High Risk
Existing Customer,48,0.714,3,High Risk
Attrited Customer,48,0.714,3,High Risk
Attrited Customer,48,0.714,3,High Risk
Existing Customer,48,0.714,4,High Risk
Attrited Customer,48,0.714,2,High Risk
Attrited Customer,48,0.714,4,High Risk
Attrited Customer,48,0.714,4,High Risk
Existing Customer,48,0.714,0,High Risk
Existing Customer,48,0.778,0,High Risk
Existing Customer,48,0.778,3,High Risk
Existing Customer,48,0.778,3,High Risk
Existing Customer,48,0.778,4,High Risk
Attrited Customer,48,0.778,4,High Risk
Attrited Customer,48,0.778,3,High Risk
Attrited Customer,48,0.778,3,High Risk
Existing Customer,48,0.778,1,High Risk
Existing Customer,48,0.778,5,High Risk
Attrited Customer,48,0.846,4,High Risk
Attrited Customer,48,0.846,4,High Risk
Attrited Customer,48,0.846,3,High Risk
Existing Customer,48,0.846,2,High Risk
Existing Customer,48,0.846,2,High Risk
Existing Customer,48,0.846,2,High Risk
Existing Customer,48,0.846,2,High Risk
Existing Customer,48,0.92,3,High Risk
Existing Customer,48,0.92,3,High Risk
Existing Customer,48,0.92,2,High Risk
Attrited Customer,48,0.92,3,High Risk
Existing Customer,48,0.92,1,High Risk
Existing Customer,48,1,0,High Risk
Existing Customer,48,1,2,High Risk
Existing Customer,48,1,2,High Risk
Existing Customer,48,1,3,High Risk
Existing Customer,48,1,4,High Risk
Existing Customer,48,1.087,3,High Risk
Existing Customer,48,1.087,2,High Risk
Existing Customer,48,1.182,3,High Risk
Existing Customer,48,1.182,4,High Risk
Existing Customer,48,1.286,0,High Risk
Existing Customer,48,1.286,2,High Risk
Existing Customer,48,1.4,2,High Risk
Existing Customer,49,0.256,2,High Risk
Attrited Customer,49,0.256,3,High Risk
Attrited Customer,49,0.324,3,High Risk
Attrited Customer,49,0.324,1,High Risk
Attrited Customer,49,0.361,3,High Risk
Attrited Customer,49,0.361,3,High Risk
Attrited Customer,49,0.361,3,High Risk
Attrited Customer,49,0.361,5,High Risk
Existing Customer,49,0.361,3,High Risk
Attrited Customer,49,0.4,4,High Risk
Existing Customer,49,0.4,3,High Risk
Existing Customer,49,0.4,3,High Risk
Existing Customer,49,0.4,3,High Risk
Existing Customer,49,0.4,2,High Risk
Existing Customer,49,0.4,1,High Risk
Existing Customer,49,0.4,3,High Risk
Attrited Customer,49,0.4,2,High Risk
Attrited Customer,49,0.4,3,High Risk
Attrited Customer,49,0.4,2,High Risk
Attrited Customer,49,0.441,4,High Risk
Existing Customer,49,0.441,0,High Risk
Existing Customer,49,0.441,3,High Risk
Existing Customer,49,0.441,4,High Risk
Existing Customer,49,0.441,3,High Risk
Existing Customer,49,0.441,2,High Risk
Existing Customer,49,0.485,0,High Risk
Existing Customer,49,0.485,2,High Risk
Existing Customer,49,0.485,2,High Risk
Existing Customer,49,0.485,2,High Risk
Attrited Customer,49,0.485,3,High Risk
Attrited Customer,49,0.485,4,High Risk
Attrited Customer,49,0.485,2,High Risk
Attrited Customer,49,0.485,4,High Risk
Attrited Customer,49,0.485,1,High Risk
Attrited Customer,49,0.531,2,High Risk
Attrited Customer,49,0.531,2,High Risk
Attrited Customer,49,0.531,6,High Risk
Attrited Customer,49,0.531,3,High Risk
Attrited Customer,49,0.531,3,High Risk
Attrited Customer,49,0.531,3,High Risk
Attrited Customer,49,0.531,2,High Risk
Existing Customer,49,0.531,4,High Risk
Existing Customer,49,0.531,2,High Risk
Existing Customer,49,0.531,3,High Risk
Existing Customer,49,0.581,3,High Risk
Existing Customer,49,0.581,5,High Risk
Existing Customer,49,0.581,3,High Risk
Existing Customer,49,0.581,2,High Risk
Existing Customer,49,0.581,4,High Risk
Existing Customer,49,0.581,3,High Risk
Attrited Customer,49,0.581,3,High Risk
Attrited Customer,49,0.581,3,High Risk
Attrited Customer,49,0.581,3,High Risk
Attrited Customer,49,0.581,4,High Risk
Attrited Customer,49,0.581,2,High Risk
Attrited Customer,49,0.581,6,High Risk
Attrited Customer,49,0.581,3,High Risk
Attrited Customer,49,0.633,2,High Risk
Existing Customer,49,0.633,3,High Risk
Attrited Customer,49,0.633,4,High Risk
Existing Customer,49,0.633,4,High Risk
Existing Customer,49,0.633,3,High Risk
Existing Customer,49,0.633,2,High Risk
Existing Customer,49,0.633,2,High Risk
Existing Customer,49,0.633,3,High Risk
Existing Customer,49,0.633,5,High Risk
Existing Customer,49,0.633,2,High Risk
Existing Customer,49,0.633,3,High Risk
Existing Customer,49,0.633,5,High Risk
Existing Customer,49,0.69,2,High Risk
Existing Customer,49,0.69,3,High Risk
Existing Customer,49,0.69,3,High Risk
Existing Customer,49,0.69,1,High Risk
Existing Customer,49,0.69,2,High Risk
Existing Customer,49,0.69,3,High Risk
Attrited Customer,49,0.69,6,High Risk
Attrited Customer,49,0.69,3,High Risk
Attrited Customer,49,0.69,3,High Risk
Attrited Customer,49,0.75,4,High Risk
Existing Customer,49,0.75,4,High Risk
Existing Customer,49,0.75,2,High Risk
Existing Customer,49,0.75,2,High Risk
Attrited Customer,49,0.75,3,High Risk
Attrited Customer,49,0.75,3,High Risk
Attrited Customer,49,0.75,3,High Risk
Attrited Customer,49,0.815,1,High Risk
Existing Customer,49,0.815,2,High Risk
Existing Customer,49,0.815,3,High Risk
Existing Customer,49,0.815,3,High Risk
Existing Customer,49,0.815,2,High Risk
Attrited Customer,49,0.815,6,High Risk
Existing Customer,49,0.815,4,High Risk
Existing Customer,49,0.815,4,High Risk
Attrited Customer,49,0.885,6,High Risk
Existing Customer,49,0.885,3,High Risk
Attrited Customer,49,0.885,1,High Risk
Existing Customer,49,0.885,3,High Risk
Existing Customer,49,0.96,2,High Risk
Existing Customer,49,0.96,4,High Risk
Attrited Customer,49,0.96,3,High Risk
Existing Customer,49,0.96,3,High Risk
Existing Customer,49,1.042,3,High Risk
Existing Customer,49,1.042,2,High Risk
Existing Customer,49,1.042,3,High Risk
Existing Customer,49,1.042,4,High Risk
Existing Customer,49,1.042,4,High Risk
Existing Customer,49,1.042,4,High Risk
Attrited Customer,49,1.042,3,High Risk
Existing Customer,49,1.13,1,High Risk
Existing Customer,49,1.13,4,High Risk
Existing Customer,49,1.13,3,High Risk
Existing Customer,49,1.227,2,High Risk
Existing Customer,49,1.227,2,High Risk
Existing Customer,49,1.333,0,High Risk
Existing Customer,49,1.45,3,High Risk
Existing Customer,49,1.579,2,High Risk
Existing Customer,49,1.722,4,High Risk
Existing Customer,49,1.882,5,High Risk
Attrited Customer,50,0.282,6,High Risk
Attrited Customer,50,0.316,4,High Risk
Attrited Customer,50,0.316,2,High Risk
Attrited Customer,50,0.351,3,High Risk
Existing Customer,50,0.351,2,High Risk
Attrited Customer,50,0.389,6,High Risk
Attrited Customer,50,0.389,2,High Risk
Attrited Customer,50,0.429,4,High Risk
Attrited Customer,50,0.429,2,High Risk
Existing Customer,50,0.429,1,High Risk
Existing Customer,50,0.429,3,High Risk
Existing Customer,50,0.471,3,High Risk
Existing Customer,50,0.471,4,High Risk
Existing Customer,50,0.471,4,High Risk
Attrited Customer,50,0.471,3,High Risk
Attrited Customer,50,0.471,2,High Risk
Existing Customer,50,0.471,4,High Risk
Attrited Customer,50,0.471,2,High Risk
Attrited Customer,50,0.471,2,High Risk
Attrited Customer,50,0.471,3,High Risk
Attrited Customer,50,0.515,3,High Risk
Existing Customer,50,0.515,5,High Risk
Attrited Customer,50,0.515,3,High Risk
Existing Customer,50,0.515,3,High Risk
Existing Customer,50,0.515,1,High Risk
Existing Customer,50,0.515,3,High Risk
Existing Customer,50,0.562,3,High Risk
Attrited Customer,50,0.562,4,High Risk
Attrited Customer,50,0.562,1,High Risk
Attrited Customer,50,0.562,4,High Risk
Attrited Customer,50,0.562,4,High Risk
Attrited Customer,50,0.562,3,High Risk
Attrited Customer,50,0.562,2,High Risk
Attrited Customer,50,0.613,3,High Risk
Existing Customer,50,0.613,3,High Risk
Existing Customer,50,0.613,1,High Risk
Existing Customer,50,0.613,3,High Risk
Existing Customer,50,0.613,3,High Risk
Existing Customer,50,0.613,3,High Risk
Existing Customer,50,0.613,3,High Risk
Existing Customer,50,0.613,2,High Risk
Existing Customer,50,0.667,4,High Risk
Existing Customer,50,0.667,4,High Risk
Existing Customer,50,0.667,2,High Risk
Existing Customer,50,0.667,2,High Risk
Attrited Customer,50,0.667,3,High Risk
Attrited Customer,50,0.667,4,High Risk
Attrited Customer,50,0.667,1,High Risk
Existing Customer,50,0.667,3,High Risk
Attrited Customer,50,0.724,3,High Risk
Attrited Customer,50,0.724,2,High Risk
Existing Customer,50,0.724,3,High Risk
Existing Customer,50,0.724,2,High Risk
Existing Customer,50,0.724,3,High Risk
Existing Customer,50,0.724,2,High Risk
Existing Customer,50,0.724,2,High Risk
Attrited Customer,50,0.724,3,High Risk
Existing Customer,50,0.724,2,High Risk
Existing Customer,50,0.786,3,High Risk
Existing Customer,50,0.786,0,High Risk
Existing Customer,50,0.786,2,High Risk
Existing Customer,50,0.786,0,High Risk
Existing Customer,50,0.786,4,High Risk
Attrited Customer,50,0.786,1,High Risk
Existing Customer,50,0.852,3,High Risk
Existing Customer,50,0.852,4,High Risk
Existing Customer,50,0.852,3,High Risk
Existing Customer,50,0.852,2,High Risk
Existing Customer,50,0.923,3,High Risk
Existing Customer,50,0.923,2,High Risk
Attrited Customer,50,0.923,1,High Risk
Existing Customer,50,0.923,1,High Risk
Existing Customer,50,1,1,High Risk
Existing Customer,50,1,2,High Risk
Existing Customer,50,1.083,4,High Risk
Existing Customer,50,1.083,2,High Risk
Existing Customer,50,1.083,2,High Risk
Attrited Customer,50,1.083,4,High Risk
Attrited Customer,50,1.083,3,High Risk
Existing Customer,50,1.083,4,High Risk
Existing Customer,50,1.174,4,High Risk
Existing Customer,50,1.174,3,High Risk
Existing Customer,50,1.174,1,High Risk
Existing Customer,50,1.174,2,High Risk
Existing Customer,50,1.174,2,High Risk
Existing Customer,50,1.273,3,High Risk
Existing Customer,50,1.273,1,High Risk
Attrited Customer,50,1.273,2,High Risk
Existing Customer,50,1.381,1,High Risk
Existing Customer,50,1.381,4,High Risk
Existing Customer,50,1.5,4,High Risk
Existing Customer,51,0.275,2,High Risk
Attrited Customer,51,0.308,3,High Risk
Attrited Customer,51,0.378,1,High Risk
Existing Customer,51,0.378,5,High Risk
Attrited Customer,51,0.417,5,High Risk
Existing Customer,51,0.417,2,High Risk
Existing Customer,51,0.417,2,High Risk
Existing Customer,51,0.457,4,High Risk
Attrited Customer,51,0.457,3,High Risk
Attrited Customer,51,0.457,2,High Risk
Attrited Customer,51,0.457,3,High Risk
Existing Customer,51,0.457,3,High Risk
Existing Customer,51,0.457,4,High Risk
Existing Customer,51,0.5,2,High Risk
Existing Customer,51,0.5,3,High Risk
Attrited Customer,51,0.5,3,High Risk
Attrited Customer,51,0.5,4,High Risk
Attrited Customer,51,0.5,2,High Risk
Attrited Customer,51,0.5,2,High Risk
Existing Customer,51,0.5,3,High Risk
Existing Customer,51,0.5,3,High Risk
Existing Customer,51,0.5,0,High Risk
Existing Customer,51,0.545,2,High Risk
Existing Customer,51,0.545,4,High Risk
Existing Customer,51,0.545,2,High Risk
Existing Customer,51,0.545,2,High Risk
Existing Customer,51,0.545,2,High Risk
Attrited Customer,51,0.545,6,High Risk
Attrited Customer,51,0.545,3,High Risk
Attrited Customer,51,0.545,3,High Risk
Attrited Customer,51,0.545,3,High Risk
Attrited Customer,51,0.545,3,High Risk
Attrited Customer,51,0.545,2,High Risk
Attrited Customer,51,0.545,2,High Risk
Existing Customer,51,0.545,2,High Risk
Existing Customer,51,0.545,1,High Risk
Existing Customer,51,0.594,5,High Risk
Attrited Customer,51,0.594,3,High Risk
Attrited Customer,51,0.594,4,High Risk
Attrited Customer,51,0.594,2,High Risk
Existing Customer,51,0.594,1,High Risk
Attrited Customer,51,0.594,3,High Risk
Attrited Customer,51,0.594,2,High Risk
Existing Customer,51,0.594,1,High Risk
Existing Customer,51,0.645,5,High Risk
Existing Customer,51,0.645,3,High Risk
Attrited Customer,51,0.645,2,High Risk
Attrited Customer,51,0.645,4,High Risk
Attrited Customer,51,0.645,3,High Risk
Attrited Customer,51,0.645,3,High Risk
Attrited Customer,51,0.645,3,High Risk
Attrited Customer,51,0.645,3,High Risk
Attrited Customer,51,0.645,3,High Risk
Existing Customer,51,0.645,4,High Risk
Existing Customer,51,0.7,4,High Risk
Existing Customer,51,0.7,3,High Risk
Attrited Customer,51,0.7,2,High Risk
Attrited Customer,51,0.7,3,High Risk
Attrited Customer,51,0.7,2,High Risk
Existing Customer,51,0.7,4,High Risk
Existing Customer,51,0.7,4,High Risk
Existing Customer,51,0.759,4,High Risk
Attrited Customer,51,0.759,2,High Risk
Attrited Customer,51,0.759,6,High Risk
Existing Customer,51,0.759,2,High Risk
Attrited Customer,51,0.759,3,High Risk
Attrited Customer,51,0.759,5,High Risk
Existing Customer,51,0.759,0,High Risk
Existing Customer,51,0.821,3,High Risk
Attrited Customer,51,0.821,3,High Risk
Existing Customer,51,0.821,4,High Risk
Attrited Customer,51,0.821,3,High Risk
Attrited Customer,51,0.821,2,High Risk
Attrited Customer,51,0.821,6,High Risk
Existing Customer,51,0.889,4,High Risk
Existing Customer,51,0.889,4,High Risk
Attrited Customer,51,0.889,3,High Risk
Existing Customer,51,0.889,5,High Risk
Existing Customer,51,0.962,3,High Risk
Existing Customer,51,0.962,2,High Risk
Existing Customer,51,0.962,4,High Risk
Existing Customer,51,0.962,3,High Risk
Existing Customer,51,1.04,3,High Risk
Existing Customer,51,1.04,4,High Risk
Existing Customer,51,1.04,3,High Risk
Existing Customer,51,1.217,3,High Risk
Existing Customer,51,1.217,3,High Risk
Attrited Customer,51,1.217,3,High Risk
Existing Customer,51,1.318,2,High Risk
Existing Customer,51,1.318,3,High Risk
Existing Customer,51,1.318,5,High Risk
Attrited Customer,51,1.684,3,High Risk
Attrited Customer,52,0.3,3,High Risk
Existing Customer,52,0.368,2,High Risk
Existing Customer,52,0.405,4,High Risk
Attrited Customer,52,0.486,2,High Risk
Attrited Customer,52,0.486,4,High Risk
Attrited Customer,52,0.486,3,High Risk
Existing Customer,52,0.486,3,High Risk
Existing Customer,52,0.486,2,High Risk
Existing Customer,52,0.486,4,High Risk
Existing Customer,52,0.529,0,High Risk
Attrited Customer,52,0.529,2,High Risk
Attrited Customer,52,0.529,2,High Risk
Attrited Customer,52,0.576,4,High Risk
Existing Customer,52,0.576,4,High Risk
Existing Customer,52,0.576,4,High Risk
Existing Customer,52,0.576,2,High Risk
Existing Customer,52,0.625,3,High Risk
Existing Customer,52,0.625,3,High Risk
Existing Customer,52,0.625,1,High Risk
Existing Customer,52,0.625,2,High Risk
Attrited Customer,52,0.625,3,High Risk
Attrited Customer,52,0.625,4,High Risk
Attrited Customer,52,0.625,3,High Risk
Attrited Customer,52,0.625,2,High Risk
Existing Customer,52,0.677,2,High Risk
Attrited Customer,52,0.677,6,High Risk
Existing Customer,52,0.677,3,High Risk
Existing Customer,52,0.733,4,High Risk
Existing Customer,52,0.733,3,High Risk
Existing Customer,52,0.733,4,High Risk
Existing Customer,52,0.733,3,High Risk
Attrited Customer,52,0.733,3,High Risk
Existing Customer,52,0.733,3,High Risk
Attrited Customer,52,0.733,3,High Risk
Existing Customer,52,0.733,2,High Risk
Existing Customer,52,0.733,3,High Risk
Existing Customer,52,0.733,2,High Risk
Existing Customer,52,0.793,3,High Risk
Existing Customer,52,0.793,3,High Risk
Attrited Customer,52,0.793,2,High Risk
Attrited Customer,52,0.793,3,High Risk
Existing Customer,52,0.793,4,High Risk
Existing Customer,52,0.857,2,High Risk
Attrited Customer,52,0.857,3,High Risk
Attrited Customer,52,0.857,4,High Risk
Existing Customer,52,0.857,1,High Risk
Existing Customer,52,0.857,3,High Risk
Existing Customer,52,0.857,4,High Risk
Existing Customer,52,0.857,2,High Risk
Existing Customer,52,0.926,2,High Risk
Existing Customer,52,0.926,3,High Risk
Existing Customer,52,0.926,1,High Risk
Existing Customer,52,0.926,3,High Risk
Existing Customer,52,0.926,3,High Risk
Existing Customer,52,0.926,4,High Risk
Existing Customer,52,1,2,High Risk
Existing Customer,52,1,4,High Risk
Existing Customer,52,1,2,High Risk
Existing Customer,52,1.08,4,High Risk
Existing Customer,52,1.08,1,High Risk
Existing Customer,52,1.08,4,High Risk
Existing Customer,52,1.167,1,High Risk
Existing Customer,52,1.167,2,High Risk
Existing Customer,52,1.476,2,High Risk
Existing Customer,53,0.262,2,High Risk
Attrited Customer,53,0.293,3,High Risk
Attrited Customer,53,0.359,1,High Risk
Attrited Customer,53,0.395,2,High Risk
Attrited Customer,53,0.395,2,High Risk
Existing Customer,53,0.395,2,High Risk
Existing Customer,53,0.395,2,High Risk
